draw,false_date,annual_cutoff_year,coefficient
657,2020-06-20,2020,0.0037376708326406854
658,2019-06-29,2019,0.007384270803423442
659,2021-11-11,2021,0.005149423463450771
660,2020-03-25,2020,0.0037376708326406854
661,2018-02-14,2018,0.006041609995315169
662,2019-10-03,2019,0.007384270803423442
663,2020-11-15,2020,0.0037376708326406854
664,2021-11-21,2021,0.005149423463450771
665,2020-07-01,2020,0.0037376708326406854
666,2021-11-01,2021,0.005149423463450771
667,2019-04-23,2019,0.007384270803423442
668,2020-12-30,2020,0.0037376708326406854
669,2018-11-02,2018,0.006041609995315169
670,2018-02-28,2018,0.006041609995315169
671,2021-09-07,2021,0.005149423463450771
672,2018-12-28,2018,0.006041609995315169
673,2019-05-14,2019,0.007384270803423442
674,2020-12-26,2020,0.0037376708326406854
675,2019-09-02,2019,0.007384270803423442
676,2021-07-14,2021,0.005149423463450771
677,2019-12-08,2019,0.007384270803423442
678,2019-04-09,2019,0.007384270803423442
679,2019-10-26,2019,0.007384270803423442
680,2018-11-20,2018,0.006041609995315169
681,2021-01-04,2021,0.005149423463450771
682,2020-10-10,2020,0.0037376708326406854
683,2018-05-13,2018,0.006041609995315169
684,2020-12-12,2020,0.0037376708326406854
685,2018-07-11,2018,0.006041609995315169
686,2019-09-18,2019,0.007384270803423442
687,2019-06-22,2019,0.007384270803423442
688,2020-10-24,2020,0.0037376708326406854
689,2018-05-24,2018,0.006041609995315169
690,2021-02-19,2021,0.005149423463450771
691,2020-03-29,2020,0.0037376708326406854
692,2020-09-18,2020,0.0037376708326406854
693,2020-11-21,2020,0.0037376708326406854
694,2018-08-22,2018,0.006041609995315169
695,2021-01-27,2021,0.005149423463450771
696,2018-07-24,2018,0.006041609995315169
697,2018-10-24,2018,0.006041609995315169
698,2018-02-17,2018,0.006041609995315169
699,2020-01-20,2020,0.0037376708326406854
700,2021-02-12,2021,0.005149423463450771
701,2018-06-17,2018,0.006041609995315169
702,2020-10-28,2020,0.0037376708326406854
703,2020-09-17,2020,0.0037376708326406854
704,2018-08-16,2018,0.006041609995315169
705,2020-04-20,2020,0.0037376708326406854
706,2021-07-09,2021,0.005149423463450771
707,2019-07-26,2019,0.007384270803423442
708,2018-11-03,2018,0.006041609995315169
709,2019-03-24,2019,0.007384270803423442
710,2020-12-24,2020,0.0037376708326406854
711,2021-12-21,2021,0.005149423463450771
712,2020-04-16,2020,0.0037376708326406854
713,2018-09-05,2018,0.006041609995315169
714,2021-10-07,2021,0.005149423463450771
715,2019-03-08,2019,0.007384270803423442
716,2021-05-22,2021,0.005149423463450771
717,2019-06-14,2019,0.007384270803423442
718,2019-06-10,2019,0.007384270803423442
719,2018-01-10,2018,0.006041609995315169
720,2021-09-28,2021,0.005149423463450771
721,2019-10-11,2019,0.007384270803423442
722,2019-08-03,2019,0.007384270803423442
723,2020-03-05,2020,0.0037376708326406854
724,2020-01-02,2020,0.0037376708326406854
725,2018-11-10,2018,0.006041609995315169
726,2018-06-01,2018,0.006041609995315169
727,2018-03-28,2018,0.006041609995315169
728,2021-05-03,2021,0.005149423463450771
729,2019-01-24,2019,0.007384270803423442
730,2020-08-14,2020,0.0037376708326406854
731,2020-02-07,2020,0.0037376708326406854
732,2019-08-25,2019,0.007384270803423442
733,2018-07-02,2018,0.006041609995315169
734,2019-12-05,2019,0.007384270803423442
735,2018-07-05,2018,0.006041609995315169
736,2021-07-29,2021,0.005149423463450771
737,2018-12-25,2018,0.006041609995315169
738,2019-05-08,2019,0.007384270803423442
739,2021-07-01,2021,0.005149423463450771
740,2018-04-09,2018,0.006041609995315169
741,2018-03-02,2018,0.006041609995315169
742,2019-09-21,2019,0.007384270803423442
743,2021-05-15,2021,0.005149423463450771
744,2018-11-29,2018,0.006041609995315169
745,2020-11-15,2020,0.0037376708326406854
746,2018-06-16,2018,0.006041609995315169
747,2020-04-09,2020,0.0037376708326406854
748,2019-07-06,2019,0.007384270803423442
749,2019-04-11,2019,0.007384270803423442
750,2018-04-21,2018,0.006041609995315169
751,2020-04-19,2020,0.0037376708326406854
752,2021-11-27,2021,0.005149423463450771
753,2019-02-03,2019,0.007384270803423442
754,2019-04-23,2019,0.007384270803423442
755,2021-03-10,2021,0.005149423463450771
756,2018-02-09,2018,0.006041609995315169
757,2019-11-01,2019,0.007384270803423442
758,2019-03-22,2019,0.007384270803423442
759,2018-12-24,2018,0.006041609995315169
760,2018-04-14,2018,0.006041609995315169
761,2019-09-16,2019,0.007384270803423442
762,2019-01-10,2019,0.007384270803423442
763,2021-08-14,2021,0.005149423463450771
764,2019-01-27,2019,0.007384270803423442
765,2020-05-20,2020,0.0037376708326406854
766,2018-09-20,2018,0.006041609995315169
767,2018-08-28,2018,0.006041609995315169
768,2019-03-19,2019,0.007384270803423442
769,2021-07-23,2021,0.005149423463450771
770,2018-04-25,2018,0.006041609995315169
771,2021-11-11,2021,0.005149423463450771
772,2021-11-24,2021,0.005149423463450771
773,2021-10-11,2021,0.005149423463450771
774,2020-04-28,2020,0.0037376708326406854
775,2020-11-24,2020,0.0037376708326406854
776,2018-11-23,2018,0.006041609995315169
777,2018-03-09,2018,0.006041609995315169
778,2018-09-26,2018,0.006041609995315169
779,2019-03-24,2019,0.007384270803423442
780,2020-01-11,2020,0.0037376708326406854
781,2020-03-24,2020,0.0037376708326406854
782,2020-01-02,2020,0.0037376708326406854
783,2018-04-16,2018,0.006041609995315169
784,2020-05-25,2020,0.0037376708326406854
785,2018-05-08,2018,0.006041609995315169
786,2020-11-08,2020,0.0037376708326406854
787,2019-09-21,2019,0.007384270803423442
788,2021-05-28,2021,0.005149423463450771
789,2021-04-22,2021,0.005149423463450771
790,2021-03-19,2021,0.005149423463450771
791,2019-08-21,2019,0.007384270803423442
792,2019-07-15,2019,0.007384270803423442
793,2021-07-03,2021,0.005149423463450771
794,2020-09-02,2020,0.0037376708326406854
795,2018-05-26,2018,0.006041609995315169
796,2020-06-19,2020,0.0037376708326406854
797,2019-06-29,2019,0.007384270803423442
798,2020-04-15,2020,0.0037376708326406854
799,2019-11-11,2019,0.007384270803423442
800,2018-07-27,2018,0.006041609995315169
801,2019-03-03,2019,0.007384270803423442
802,2018-09-06,2018,0.006041609995315169
803,2018-04-22,2018,0.006041609995315169
804,2019-02-14,2019,0.007384270803423442
805,2018-10-02,2018,0.006041609995315169
806,2019-01-09,2019,0.007384270803423442
807,2021-07-18,2021,0.005149423463450771
808,2020-11-23,2020,0.0037376708326406854
809,2018-01-11,2018,0.006041609995315169
810,2021-04-06,2021,0.005149423463450771
811,2018-10-02,2018,0.006041609995315169
812,2018-02-17,2018,0.006041609995315169
813,2020-10-17,2020,0.0037376708326406854
814,2021-10-12,2021,0.005149423463450771
815,2019-11-22,2019,0.007384270803423442
816,2018-11-06,2018,0.006041609995315169
817,2021-09-25,2021,0.005149423463450771
818,2021-04-29,2021,0.005149423463450771
819,2020-07-31,2020,0.0037376708326406854
820,2021-09-19,2021,0.005149423463450771
821,2018-03-29,2018,0.006041609995315169
822,2018-07-08,2018,0.006041609995315169
823,2019-03-28,2019,0.007384270803423442
824,2018-10-31,2018,0.006041609995315169
825,2021-10-11,2021,0.005149423463450771
826,2019-04-10,2019,0.007384270803423442
827,2018-02-06,2018,0.006041609995315169
828,2019-06-12,2019,0.007384270803423442
829,2020-06-09,2020,0.0037376708326406854
830,2021-02-23,2021,0.005149423463450771
831,2021-06-13,2021,0.005149423463450771
832,2019-07-03,2019,0.007384270803423442
833,2019-01-15,2019,0.007384270803423442
834,2021-07-03,2021,0.005149423463450771
835,2020-06-05,2020,0.0037376708326406854
836,2020-02-20,2020,0.0037376708326406854
837,2019-08-20,2019,0.007384270803423442
838,2019-10-12,2019,0.007384270803423442
839,2019-08-27,2019,0.007384270803423442
840,2018-12-15,2018,0.006041609995315169
841,2020-05-12,2020,0.0037376708326406854
842,2021-08-10,2021,0.005149423463450771
843,2019-08-09,2019,0.007384270803423442
844,2020-11-24,2020,0.0037376708326406854
845,2019-06-15,2019,0.007384270803423442
846,2018-09-02,2018,0.006041609995315169
847,2019-04-19,2019,0.007384270803423442
848,2020-12-06,2020,0.0037376708326406854
849,2018-08-10,2018,0.006041609995315169
850,2021-08-26,2021,0.005149423463450771
851,2018-08-13,2018,0.006041609995315169
852,2020-11-01,2020,0.0037376708326406854
853,2019-05-23,2019,0.007384270803423442
854,2018-10-30,2018,0.006041609995315169
855,2020-10-26,2020,0.0037376708326406854
856,2018-09-14,2018,0.006041609995315169
857,2019-01-30,2019,0.007384270803423442
858,2021-08-07,2021,0.005149423463450771
859,2018-06-03,2018,0.006041609995315169
860,2018-06-30,2018,0.006041609995315169
861,2020-09-30,2020,0.0037376708326406854
862,2019-06-17,2019,0.007384270803423442
863,2018-04-23,2018,0.006041609995315169
864,2018-08-08,2018,0.006041609995315169
865,2021-06-05,2021,0.005149423463450771
866,2019-09-24,2019,0.007384270803423442
867,2018-01-14,2018,0.006041609995315169
868,2019-10-31,2019,0.007384270803423442
869,2018-02-25,2018,0.006041609995315169
870,2018-08-08,2018,0.006041609995315169
871,2020-03-12,2020,0.0037376708326406854
872,2018-08-27,2018,0.006041609995315169
873,2021-09-22,2021,0.005149423463450771
874,2019-06-14,2019,0.007384270803423442
875,2019-02-23,2019,0.007384270803423442
876,2019-09-09,2019,0.007384270803423442
877,2018-04-27,2018,0.006041609995315169
878,2021-08-02,2021,0.005149423463450771
879,2018-03-22,2018,0.006041609995315169
880,2020-01-03,2020,0.0037376708326406854
881,2020-12-30,2020,0.0037376708326406854
882,2020-06-24,2020,0.0037376708326406854
883,2018-06-16,2018,0.006041609995315169
884,2019-03-30,2019,0.007384270803423442
885,2018-01-11,2018,0.006041609995315169
886,2020-05-15,2020,0.0037376708326406854
887,2021-08-22,2021,0.005149423463450771
888,2020-11-08,2020,0.0037376708326406854
889,2019-10-05,2019,0.007384270803423442
890,2019-11-17,2019,0.007384270803423442
891,2019-06-15,2019,0.007384270803423442
892,2018-01-22,2018,0.006041609995315169
893,2021-02-01,2021,0.005149423463450771
894,2018-03-19,2018,0.006041609995315169
895,2021-07-18,2021,0.005149423463450771
896,2021-05-23,2021,0.005149423463450771
897,2018-03-23,2018,0.006041609995315169
898,2020-05-10,2020,0.0037376708326406854
899,2018-01-24,2018,0.006041609995315169
900,2020-02-07,2020,0.0037376708326406854
901,2019-06-03,2019,0.007384270803423442
902,2020-03-18,2020,0.0037376708326406854
903,2020-07-02,2020,0.0037376708326406854
904,2019-11-19,2019,0.007384270803423442
905,2020-01-27,2020,0.0037376708326406854
906,2019-10-11,2019,0.007384270803423442
907,2018-11-29,2018,0.006041609995315169
908,2020-01-11,2020,0.0037376708326406854
909,2021-11-18,2021,0.005149423463450771
910,2019-04-19,2019,0.007384270803423442
911,2019-03-08,2019,0.007384270803423442
912,2019-02-16,2019,0.007384270803423442
913,2020-06-25,2020,0.0037376708326406854
914,2018-06-24,2018,0.006041609995315169
915,2018-06-22,2018,0.006041609995315169
916,2020-11-07,2020,0.0037376708326406854
917,2018-12-04,2018,0.006041609995315169
918,2021-12-10,2021,0.005149423463450771
919,2020-09-30,2020,0.0037376708326406854
920,2021-01-24,2021,0.005149423463450771
921,2021-05-04,2021,0.005149423463450771
922,2018-10-11,2018,0.006041609995315169
923,2021-06-18,2021,0.005149423463450771
924,2019-07-24,2019,0.007384270803423442
925,2019-11-21,2019,0.007384270803423442
926,2019-05-15,2019,0.007384270803423442
927,2021-06-04,2021,0.005149423463450771
928,2020-04-15,2020,0.0037376708326406854
929,2018-05-17,2018,0.006041609995315169
930,2019-08-29,2019,0.007384270803423442
931,2020-01-27,2020,0.0037376708326406854
932,2018-12-07,2018,0.006041609995315169
933,2019-04-08,2019,0.007384270803423442
934,2020-08-02,2020,0.0037376708326406854
935,2018-08-27,2018,0.006041609995315169
936,2018-02-15,2018,0.006041609995315169
937,2019-08-07,2019,0.007384270803423442
938,2019-03-27,2019,0.007384270803423442
939,2021-10-15,2021,0.005149423463450771
940,2020-09-21,2020,0.0037376708326406854
941,2019-10-01,2019,0.007384270803423442
942,2021-04-26,2021,0.005149423463450771
943,2019-05-15,2019,0.007384270803423442
944,2021-03-11,2021,0.005149423463450771
945,2021-04-29,2021,0.005149423463450771
946,2021-08-16,2021,0.005149423463450771
947,2020-11-23,2020,0.0037376708326406854
948,2021-10-04,2021,0.005149423463450771
949,2019-09-14,2019,0.007384270803423442
950,2020-05-02,2020,0.0037376708326406854
951,2018-08-31,2018,0.006041609995315169
952,2020-08-09,2020,0.0037376708326406854
953,2019-03-24,2019,0.007384270803423442
954,2021-01-23,2021,0.005149423463450771
955,2021-01-10,2021,0.005149423463450771
956,2019-07-28,2019,0.007384270803423442
957,2020-07-03,2020,0.0037376708326406854
958,2018-02-13,2018,0.006041609995315169
959,2021-02-17,2021,0.005149423463450771
960,2018-07-26,2018,0.006041609995315169
961,2021-11-13,2021,0.005149423463450771
962,2021-12-18,2021,0.005149423463450771
963,2021-04-30,2021,0.005149423463450771
964,2021-06-15,2021,0.005149423463450771
965,2019-08-02,2019,0.007384270803423442
966,2018-07-31,2018,0.006041609995315169
967,2018-09-22,2018,0.006041609995315169
968,2019-05-25,2019,0.007384270803423442
969,2018-01-05,2018,0.006041609995315169
970,2020-07-15,2020,0.0037376708326406854
971,2020-01-29,2020,0.0037376708326406854
972,2020-09-15,2020,0.0037376708326406854
973,2020-12-08,2020,0.0037376708326406854
974,2020-01-06,2020,0.0037376708326406854
975,2021-04-19,2021,0.005149423463450771
976,2019-10-27,2019,0.007384270803423442
977,2020-04-24,2020,0.0037376708326406854
978,2021-01-21,2021,0.005149423463450771
979,2021-03-18,2021,0.005149423463450771
980,2020-02-13,2020,0.0037376708326406854
981,2020-07-20,2020,0.0037376708326406854
982,2021-06-30,2021,0.005149423463450771
983,2018-03-19,2018,0.006041609995315169
984,2018-10-24,2018,0.006041609995315169
985,2021-12-30,2021,0.005149423463450771
986,2019-04-01,2019,0.007384270803423442
987,2020-07-23,2020,0.0037376708326406854
988,2018-12-04,2018,0.006041609995315169
989,2020-04-23,2020,0.0037376708326406854
990,2020-06-13,2020,0.0037376708326406854
991,2021-01-13,2021,0.005149423463450771
992,2020-06-04,2020,0.0037376708326406854
993,2018-09-06,2018,0.006041609995315169
994,2019-01-26,2019,0.007384270803423442
995,2018-05-14,2018,0.006041609995315169
996,2021-01-08,2021,0.005149423463450771
997,2021-04-30,2021,0.005149423463450771
998,2021-02-14,2021,0.005149423463450771
999,2019-07-11,2019,0.007384270803423442
