mechanism,variable,replicate,a_boot,b_boot,ab_boot
增量关税优惠幅度,tariff_relief,679,0.21989123248096829,0.07277631923159913,0.016002874531264727
增量关税优惠幅度,tariff_relief,680,0.2197372543937907,0.08277663587070538,0.01818911069418337
增量关税优惠幅度,tariff_relief,681,0.2238459560965531,0.06643884881431557,0.014872067634794813
增量关税优惠幅度,tariff_relief,682,0.22022135677520366,0.11036498579942922,0.024304726913226386
增量关税优惠幅度,tariff_relief,683,0.21466380092328693,0.07595578341763844,0.016304957170536236
增量关税优惠幅度,tariff_relief,684,0.21614753949486162,0.06359666545281688,0.013746262757704238
增量关税优惠幅度,tariff_relief,685,0.21852791738099667,0.061238617545930386,0.013382347555603528
增量关税优惠幅度,tariff_relief,686,0.21816406970634075,0.05172283837520015,0.011284064916696961
增量关税优惠幅度,tariff_relief,687,0.2202102007851363,0.08260458897142925,0.01819037312317209
增量关税优惠幅度,tariff_relief,688,0.2191195289953747,0.045720141619008704,0.010018175897159016
增量关税优惠幅度,tariff_relief,689,0.21626108836069066,0.06997035283232995,0.015131864656501211
增量关税优惠幅度,tariff_relief,690,0.21663026307643374,0.0625498658341616,0.01355019389105006
增量关税优惠幅度,tariff_relief,691,0.21967037552144403,0.05967053659890975,0.013107849182248575
增量关税优惠幅度,tariff_relief,692,0.22009234564138588,0.05341076516306254,0.011755300587239653
增量关税优惠幅度,tariff_relief,693,0.22009877195706648,0.06930117723714041,0.015253104005073613
增量关税优惠幅度,tariff_relief,694,0.2173886284385749,0.04916078986936435,0.010686996682658103
增量关税优惠幅度,tariff_relief,695,0.22068190509814564,0.07805318868074723,0.017224926377052318
增量关税优惠幅度,tariff_relief,696,0.2144886585981191,0.0907632338385475,0.019467684276057464
增量关税优惠幅度,tariff_relief,697,0.21951919128321018,0.06881433663455466,0.015106067526708023
增量关税优惠幅度,tariff_relief,698,0.21636342237717118,0.0585015281544541,0.012657590845792124
增量关税优惠幅度,tariff_relief,699,0.21990245222061458,0.08185476924281399,0.018000064482447335
增量关税优惠幅度,tariff_relief,700,0.22093607076173383,0.04901864729016783,0.010829987326344992
增量关税优惠幅度,tariff_relief,701,0.21991268374870585,0.08333011695600707,0.018325349656889055
增量关税优惠幅度,tariff_relief,702,0.21765437983125518,0.07212657837046471,0.015698665684573922
增量关税优惠幅度,tariff_relief,703,0.22057309439769052,0.06605545950624905,0.014570057105154697
增量关税优惠幅度,tariff_relief,704,0.22085585026432028,0.07042001219846172,0.01555267166971507
增量关税优惠幅度,tariff_relief,705,0.21384265351539453,0.07867912286120272,0.016824952408903332
增量关税优惠幅度,tariff_relief,706,0.21851654950066876,0.06811658861643671,0.014884601908220283
增量关税优惠幅度,tariff_relief,707,0.21674860197590862,0.062469059812069634,0.01354008138101551
增量关税优惠幅度,tariff_relief,708,0.21801253037118,0.08345864903132719,0.018195031256679872
增量关税优惠幅度,tariff_relief,709,0.21511244251362546,0.07541431411445647,0.01622255730965051
增量关税优惠幅度,tariff_relief,710,0.21898267645188924,0.0821493717477163,0.01798928929415613
增量关税优惠幅度,tariff_relief,711,0.21935837955444942,0.056616620216116624,0.012419330066457025
增量关税优惠幅度,tariff_relief,712,0.21961935650607883,0.05483942557620017,0.012043799356208083
增量关税优惠幅度,tariff_relief,713,0.2181524554345586,0.0723766578650948,0.015789145629417387
增量关税优惠幅度,tariff_relief,714,0.21676278622373318,0.07344594896903109,0.015920348535373302
增量关税优惠幅度,tariff_relief,715,0.21910276963474662,0.07090713619746392,0.01553594992773254
增量关税优惠幅度,tariff_relief,716,0.2175880606781494,0.07345114006763502,0.015982091121915818
增量关税优惠幅度,tariff_relief,717,0.2186725173058685,0.07234841779783226,0.01582061064294868
增量关税优惠幅度,tariff_relief,718,0.21807557840355807,0.06054372938325602,0.013203108803962051
增量关税优惠幅度,tariff_relief,719,0.2210803148500013,0.06953175146284837,0.015372101505478556
增量关税优惠幅度,tariff_relief,720,0.21556106172974362,0.0641549549303619,0.013829310200012662
增量关税优惠幅度,tariff_relief,721,0.21648542684468072,0.06615945235530041,0.014322557282947526
增量关税优惠幅度,tariff_relief,722,0.21765735846362114,0.05852172602063749,0.012737684298383718
增量关税优惠幅度,tariff_relief,723,0.21830004443265552,0.07061580003493322,0.015415432285273438
增量关税优惠幅度,tariff_relief,724,0.2179342017399706,0.09916507075629759,0.021611460535761417
增量关税优惠幅度,tariff_relief,725,0.22007224941230938,0.07930474454606176,0.017452773521320387
增量关税优惠幅度,tariff_relief,726,0.2162577740038851,0.06720907369773214,0.014534484670734616
增量关税优惠幅度,tariff_relief,727,0.22206345455388551,0.05848994349620544,0.012988478909428948
增量关税优惠幅度,tariff_relief,728,0.21558223484591593,0.06330966974416156,0.013648440090803217
增量关税优惠幅度,tariff_relief,729,0.21445750850718814,0.031588068735604054,0.00677429851959145
增量关税优惠幅度,tariff_relief,730,0.21902463900750146,0.07293283200376036,0.015974087201418363
增量关税优惠幅度,tariff_relief,731,0.2195085315438186,0.08696211556985943,0.019088926288683687
增量关税优惠幅度,tariff_relief,732,0.21877955532787832,0.07924444155655466,0.01733706368594907
增量关税优惠幅度,tariff_relief,733,0.2188118315020131,0.05344180026270418,0.011693698194247067
增量关税优惠幅度,tariff_relief,734,0.21871202184803826,0.03989547052723605,0.008725619021590617
增量关税优惠幅度,tariff_relief,735,0.21801992662709263,0.07256860018169763,0.015821400887044538
增量关税优惠幅度,tariff_relief,736,0.21657750358207487,0.03345226358357381,0.0072450077360999695
增量关税优惠幅度,tariff_relief,737,0.2211056754876931,0.0670299377713542,0.014820699668833304
增量关税优惠幅度,tariff_relief,738,0.2187833998466031,0.08497946592159132,0.018592096471474296
增量关税优惠幅度,tariff_relief,739,0.21955132599136926,0.06182525263831615,0.013573816196493711
增量关税优惠幅度,tariff_relief,740,0.2163062269594224,0.0721472885614629,0.015605907774082732
增量关税优惠幅度,tariff_relief,741,0.21762063597060494,0.06718495931842747,0.014620833574535405
增量关税优惠幅度,tariff_relief,742,0.2183291112291978,0.08517687559209766,0.018596591545302632
增量关税优惠幅度,tariff_relief,743,0.21871110774105154,0.05735365904412534,0.012543882302543231
增量关税优惠幅度,tariff_relief,744,0.21860943825326792,0.08816061572877415,0.019272742680529534
增量关税优惠幅度,tariff_relief,745,0.21599220054029122,0.019694724377926538,0.004253906857422871
增量关税优惠幅度,tariff_relief,746,0.21618245691431262,0.05683697845342374,0.012287157645646992
增量关税优惠幅度,tariff_relief,747,0.2168491032760678,0.06709748597247046,0.014550029665208757
增量关税优惠幅度,tariff_relief,748,0.21901718868152517,0.0670855389402426,0.01469288613987692
增量关税优惠幅度,tariff_relief,749,0.2159324557875933,0.06445145273466985,0.013917160468075255
增量关税优惠幅度,tariff_relief,750,0.21919876345220393,0.08496388765267872,0.018623979111559153
增量关税优惠幅度,tariff_relief,751,0.21535665757275885,0.07453535123507013,0.016051684112996307
增量关税优惠幅度,tariff_relief,752,0.21904943939993504,0.06824352751664348,0.014948706445194795
增量关税优惠幅度,tariff_relief,753,0.217261694987028,0.06539559881690671,0.014207958643652834
增量关税优惠幅度,tariff_relief,754,0.2130774132739448,0.0764307820650171,0.01628567333691846
增量关税优惠幅度,tariff_relief,755,0.21770079430618233,0.06445728301947341,0.014032401712157761
增量关税优惠幅度,tariff_relief,756,0.2198995801876745,0.07174846480938316,0.015777457290693492
增量关税优惠幅度,tariff_relief,757,0.21402066550247348,0.07506834577718362,0.01606617732140263
增量关税优惠幅度,tariff_relief,758,0.21762075341242115,0.05022419406980155,0.010929826953001869
增量关税优惠幅度,tariff_relief,759,0.21909729067082317,0.07413969778438118,0.016243806915711548
增量关税优惠幅度,tariff_relief,760,0.2199322785452582,0.07832285720437887,0.01722572444713394
增量关税优惠幅度,tariff_relief,761,0.21856584974482388,0.06571964045468302,0.014364069060902098
增量关税优惠幅度,tariff_relief,762,0.21627958547206833,0.09185769976004497,0.019866945226520237
增量关税优惠幅度,tariff_relief,763,0.21857358424626697,0.07968326228381627,0.017416656241809103
增量关税优惠幅度,tariff_relief,764,0.22121699927490646,0.084485504390621,0.01868962976352011
增量关税优惠幅度,tariff_relief,765,0.21917115081069444,0.09772038286387887,0.021417488769937994
增量关税优惠幅度,tariff_relief,766,0.21587743741020832,0.07892971482806174,0.01703914457260049
增量关税优惠幅度,tariff_relief,767,0.21743789246241935,0.05394324005245816,0.01172930442960087
增量关税优惠幅度,tariff_relief,768,0.21859943647895902,0.058914438311594014,0.012878663015388845
增量关税优惠幅度,tariff_relief,769,0.22007336316316353,0.07288795048138902,0.016040696396509405
增量关税优惠幅度,tariff_relief,770,0.2191266789792854,0.07046772366135436,0.015441358261142589
增量关税优惠幅度,tariff_relief,771,0.2168597960930594,0.05424570487832851,0.011763712498838598
增量关税优惠幅度,tariff_relief,772,0.21781953058420056,0.055462757354352465,0.012080871771830471
增量关税优惠幅度,tariff_relief,773,0.220278089524753,0.06281560069413077,0.013836900513252873
增量关税优惠幅度,tariff_relief,774,0.2138005634376876,0.04584293678892457,0.00980124571511037
增量关税优惠幅度,tariff_relief,775,0.21501987705350092,0.08566977498174931,0.018420704483776827
增量关税优惠幅度,tariff_relief,776,0.22072552488652444,0.06847771714635204,0.015114780060159507
增量关税优惠幅度,tariff_relief,777,0.21882767061777897,0.08199271663641138,0.017942275189169514
增量关税优惠幅度,tariff_relief,778,0.21731144296222904,0.045370629293450364,0.009859556919864077
增量关税优惠幅度,tariff_relief,779,0.21965138583065794,0.0737640063002087,0.016202366208262223
增量关税优惠幅度,tariff_relief,780,0.218023858552055,0.07795049737293297,0.016995068213298672
增量关税优惠幅度,tariff_relief,781,0.21562292165910293,0.07976858632251078,0.01719993563947613
增量关税优惠幅度,tariff_relief,782,0.2136151508871811,0.056718798843430285,0.012115994773079035
增量关税优惠幅度,tariff_relief,783,0.21905997556898976,0.056317259559443326,0.01233685750320411
增量关税优惠幅度,tariff_relief,784,0.21915360710503395,0.07696192980525775,0.016866484526586657
增量关税优惠幅度,tariff_relief,785,0.21910991139112745,0.056192571632282765,0.012312349391189059
增量关税优惠幅度,tariff_relief,786,0.2205251506709574,0.08294959216841383,0.01829247131103393
增量关税优惠幅度,tariff_relief,787,0.21880850008178437,0.059324079477708104,0.012980612849249876
增量关税优惠幅度,tariff_relief,788,0.2188136777466742,0.0817318804617035,0.017884053352976888
增量关税优惠幅度,tariff_relief,789,0.21657630863483762,0.06283528205047575,0.013608633438520909
增量关税优惠幅度,tariff_relief,790,0.21774751283426905,0.0641863243410712,0.013976412483241957
增量关税优惠幅度,tariff_relief,791,0.21670109455565237,0.05967373326524529,0.012931363314800697
增量关税优惠幅度,tariff_relief,792,0.21769081419381256,0.06904299697272495,0.01503002622537343
增量关税优惠幅度,tariff_relief,793,0.22140461922219734,0.0921995863822049,0.02041341431539617
增量关税优惠幅度,tariff_relief,794,0.2147000248659564,0.07032645216700216,0.015099091028989858
增量关税优惠幅度,tariff_relief,795,0.2205317725572788,0.0772902099642017,0.017044947004729652
增量关税优惠幅度,tariff_relief,796,0.22028536395158244,0.05196505537825822,0.011447141136763749
增量关税优惠幅度,tariff_relief,797,0.21880533548248976,0.05108850428318851,0.011178437318981676
增量关税优惠幅度,tariff_relief,798,0.21675658595989838,0.06901145606393644,0.01495868760854039
增量关税优惠幅度,tariff_relief,799,0.21985852050810115,0.03643467235625044,0.008010473159442633
增量关税优惠幅度,tariff_relief,800,0.22037568351351228,0.07099592324142448,0.01564577511100177
增量关税优惠幅度,tariff_relief,801,0.2201476911445772,0.08565594238025886,0.01885695794782693
增量关税优惠幅度,tariff_relief,802,0.22167458554002276,0.04390132109763332,0.009731807158977323
增量关税优惠幅度,tariff_relief,803,0.21886441298496853,0.06679787054420008,0.014619676725302271
增量关税优惠幅度,tariff_relief,804,0.2206313235856144,0.08490424042604532,0.018732534943229608
增量关税优惠幅度,tariff_relief,805,0.21753345490980797,0.06829059860431691,0.014855489852255967
增量关税优惠幅度,tariff_relief,806,0.21885538383361747,0.06483527106909595,0.014189548135783629
增量关税优惠幅度,tariff_relief,807,0.22112489192442672,0.07382131566670586,0.01632373044851932
增量关税优惠幅度,tariff_relief,808,0.21750945795695645,0.08228136359242019,0.017896974794946566
增量关税优惠幅度,tariff_relief,809,0.21968376771944484,0.07539903140648725,0.01656394330177387
增量关税优惠幅度,tariff_relief,810,0.2187642061803796,0.047400542784392,0.010369542114746635
增量关税优惠幅度,tariff_relief,811,0.21670777350269263,0.060237993370455156,0.013054041423581296
增量关税优惠幅度,tariff_relief,812,0.21328718111804154,0.07999821217778164,0.01706259316988203
增量关税优惠幅度,tariff_relief,813,0.21878309039944752,0.06152766556115914,0.013461212816534054
增量关税优惠幅度,tariff_relief,814,0.2174593586742097,0.06297802374927229,0.0136951606550859
增量关税优惠幅度,tariff_relief,815,0.21810288490312832,0.05460195616163897,0.011908844160207602
增量关税优惠幅度,tariff_relief,816,0.218657122883402,0.06620435371125899,0.014476053504858968
增量关税优惠幅度,tariff_relief,817,0.21828684918372077,0.07073234686749125,0.015439941133074685
增量关税优惠幅度,tariff_relief,818,0.2154445924500706,0.11016164551823109,0.023733730822304445
增量关税优惠幅度,tariff_relief,819,0.21903536981759275,0.053024721359662,0.011614289452488375
增量关税优惠幅度,tariff_relief,820,0.22129595193491586,0.07951955171003264,0.01759735489310944
增量关税优惠幅度,tariff_relief,821,0.21825265555023984,0.050681754752884695,0.011061427562763074
增量关税优惠幅度,tariff_relief,822,0.2206748008258305,0.037711987578059276,0.008322085347534425
增量关税优惠幅度,tariff_relief,823,0.21473151837327886,0.0844334749559506,0.01813052827882349
增量关税优惠幅度,tariff_relief,824,0.2194100984355838,0.06624822548685304,0.014535529675253176
增量关税优惠幅度,tariff_relief,825,0.21992293092516207,0.03347529779771235,0.007361985605265523
增量关税优惠幅度,tariff_relief,826,0.21843985825098466,0.08040491261438565,0.01756363771416921
增量关税优惠幅度,tariff_relief,827,0.2160012981871516,0.08682644483772316,0.01875462480192331
增量关税优惠幅度,tariff_relief,828,0.21551468777559127,0.05403237281922395,0.011644769957909393
增量关税优惠幅度,tariff_relief,829,0.22217439544158002,0.06706371997020676,0.014899841440444104
增量关税优惠幅度,tariff_relief,830,0.22026455518643528,0.06009791220855006,0.013237439900249719
增量关税优惠幅度,tariff_relief,831,0.2171109703037653,0.06705332209113139,0.014558011821296438
增量关税优惠幅度,tariff_relief,832,0.2184437494301009,0.04998450805236881,0.010918803352378513
增量关税优惠幅度,tariff_relief,833,0.21592841901750984,0.06814980714282436,0.014715480112698262
增量关税优惠幅度,tariff_relief,834,0.22382290847774164,0.05659537330347655,0.012667341059167654
增量关税优惠幅度,tariff_relief,835,0.2172123692531433,0.08189254273106528,0.017788073230778967
增量关税优惠幅度,tariff_relief,836,0.21863701850947376,0.08758680895393683,0.01914971877044763
增量关税优惠幅度,tariff_relief,837,0.22123908138505366,0.03425863764790569,0.00757934952272607
增量关税优惠幅度,tariff_relief,838,0.21892729941132355,0.06410430998341464,0.014034183465295315
增量关税优惠幅度,tariff_relief,839,0.2169851557530941,0.07229041662603153,0.015685947311055513
增量关税优惠幅度,tariff_relief,840,0.21825678085784833,0.0695307957856269,0.015175567658655376
增量关税优惠幅度,tariff_relief,841,0.22031648803497716,0.07728715124762264,0.017027633733104324
增量关税优惠幅度,tariff_relief,842,0.21787720632712482,0.056122975338433176,0.012227917077503942
增量关税优惠幅度,tariff_relief,843,0.21984817279820684,0.08815151316605496,0.01937994909895426
增量关税优惠幅度,tariff_relief,844,0.2185661440097102,0.07772274035450935,0.016987559661153003
增量关税优惠幅度,tariff_relief,845,0.2179192844250884,0.07490241245206782,0.01632268012326745
增量关税优惠幅度,tariff_relief,846,0.21916476375483535,0.08166538857288776,0.017898175593523774
增量关税优惠幅度,tariff_relief,847,0.22180884897457698,0.05687513117538757,0.012615407381290796
增量关税优惠幅度,tariff_relief,848,0.21802782925123473,0.04143890350502472,0.009034834177751923
增量关税优惠幅度,tariff_relief,849,0.2172572089920618,0.06310791170998423,0.013710648763428628
增量关税优惠幅度,tariff_relief,850,0.22012040704624045,0.06343711623707769,0.013963803847945211
增量关税优惠幅度,tariff_relief,851,0.2157417340069751,0.07005474875920283,0.015113732972733405
增量关税优惠幅度,tariff_relief,852,0.2179511191845205,0.06997919997293583,0.015252044953738733
增量关税优惠幅度,tariff_relief,853,0.22007070159392836,0.05954942743041244,0.013105084274127588
增量关税优惠幅度,tariff_relief,854,0.21773553934900147,0.07013036170681115,0.015269872130973085
增量关税优惠幅度,tariff_relief,855,0.2191192613371337,0.05196502117920288,0.011386537056155444
增量关税优惠幅度,tariff_relief,856,0.214888291914755,0.04397928833256805,0.009450634149412062
增量关税优惠幅度,tariff_relief,857,0.2179332083854927,0.09381603159893617,0.020445628764350927
增量关税优惠幅度,tariff_relief,858,0.21852710047387827,0.0653050601005607,0.014270925430047886
增量关税优惠幅度,tariff_relief,859,0.21964034679633768,0.062294873727190836,0.01368246766907426
增量关税优惠幅度,tariff_relief,860,0.2194029942783987,0.06457604691233484,0.014168178051228608
增量关税优惠幅度,tariff_relief,861,0.2201768328142944,0.029325354650845403,0.006456763708179079
增量关税优惠幅度,tariff_relief,862,0.21891568830293115,0.08057333745129142,0.0176387676270138
增量关税优惠幅度,tariff_relief,863,0.21611657164959738,0.08100643654854904,0.017506833348423064
增量关税优惠幅度,tariff_relief,864,0.2211725524723041,0.06700444872086243,0.014819544950592756
增量关税优惠幅度,tariff_relief,865,0.216678609893111,0.084172926363502,0.018238472675078807
增量关税优惠幅度,tariff_relief,866,0.22033294020225477,0.08236817300024643,0.018148421736232274
增量关税优惠幅度,tariff_relief,867,0.2142237122324794,0.05727128927003836,0.012268868191767784
增量关税优惠幅度,tariff_relief,868,0.21828569271678142,0.06537427215176862,0.014270268282504207
增量关税优惠幅度,tariff_relief,869,0.21710701378450004,0.08266220741026853,0.01794654500367837
增量关税优惠幅度,tariff_relief,870,0.21792552829718645,0.08249685396486517,0.01797817048314908
增量关税优惠幅度,tariff_relief,871,0.21778475963295787,0.04819801075292184,0.010496792186611802
增量关税优惠幅度,tariff_relief,872,0.21737795302183682,0.07056810115417073,0.015339949377531553
增量关税优惠幅度,tariff_relief,873,0.22011589637397586,0.09122638542628207,0.020080377601063886
增量关税优惠幅度,tariff_relief,874,0.22002572176087715,0.10217048634998135,0.022480135001814495
增量关税优惠幅度,tariff_relief,875,0.21849740298564552,0.07104174276180039,0.015522436297027665
增量关税优惠幅度,tariff_relief,876,0.22006899219464515,0.06729648571746386,0.014809869790083603
增量关税优惠幅度,tariff_relief,877,0.21859782905187056,0.06791169343603651,0.014845348752353748
增量关税优惠幅度,tariff_relief,878,0.2177203888271356,0.08814297437638476,0.01919052265360674
增量关税优惠幅度,tariff_relief,879,0.21681690575233234,0.05330871275794988,0.011558230149818575
增量关税优惠幅度,tariff_relief,880,0.21360280975826676,0.06244703531846806,0.013338862205098499
增量关税优惠幅度,tariff_relief,881,0.21771353940423344,0.07111578728503397,0.015482869757343327
增量关税优惠幅度,tariff_relief,882,0.2219005644751393,0.07687000246243084,0.017057496937618752
增量关税优惠幅度,tariff_relief,883,0.22024932960380428,0.05180464750885425,0.011409938884186538
增量关税优惠幅度,tariff_relief,884,0.2176105728090855,0.0678327943739362,0.014761133238953169
增量关税优惠幅度,tariff_relief,885,0.21991958284736907,0.058919497465740774,0.01295755130424233
增量关税优惠幅度,tariff_relief,886,0.21621286638515508,0.06552556029192115,0.014167469212209571
增量关税优惠幅度,tariff_relief,887,0.21689402519113593,0.04782187127475769,0.010372278152954554
增量关税优惠幅度,tariff_relief,888,0.2187970817584619,0.05611696991328842,0.012278229254154914
增量关税优惠幅度,tariff_relief,889,0.21771371562732783,0.08631670065842088,0.018792329621036625
增量关税优惠幅度,tariff_relief,890,0.21999036991801155,0.055621883136418616,0.01223627864671714
增量关税优惠幅度,tariff_relief,891,0.21326411623746722,0.08649826481229102,0.018446976001267653
增量关税优惠幅度,tariff_relief,892,0.21746630196498007,0.08478227933764079,0.018437288759718683
增量关税优惠幅度,tariff_relief,893,0.22193987997147235,0.05787756026385952,0.01284533877800264
增量关税优惠幅度,tariff_relief,894,0.2196606406249811,0.061755663409685545,0.013565288586792233
增量关税优惠幅度,tariff_relief,895,0.21947387272907476,0.05502278183139384,0.01207606301686298
增量关税优惠幅度,tariff_relief,896,0.219037393245475,0.07762822425637582,0.01700348388339171
增量关税优惠幅度,tariff_relief,897,0.21816625285221974,0.05123324602540168,0.011177365306817764
增量关税优惠幅度,tariff_relief,898,0.2184077248107879,0.07697149093119642,0.016811168209576805
增量关税优惠幅度,tariff_relief,899,0.21740005776019,0.066384270687497,0.014431944281829936
增量关税优惠幅度,tariff_relief,900,0.2187556083535884,0.055048644689106994,0.012042199758006134
增量关税优惠幅度,tariff_relief,901,0.21833291082823533,0.032404015199928825,0.007074862961122842
增量关税优惠幅度,tariff_relief,902,0.22018104758444082,0.054613715908907186,0.012024905181302226
增量关税优惠幅度,tariff_relief,903,0.22028897895027094,0.06634760759092329,0.014615646731997736
增量关税优惠幅度,tariff_relief,904,0.21912090405695764,0.07938509226019724,0.01739493318469941
增量关税优惠幅度,tariff_relief,905,0.2160861943390339,0.08210894534205605,0.017742609520156636
增量关税优惠幅度,tariff_relief,906,0.2187906949369047,0.0584427228561463,0.012786723947701173
增量关税优惠幅度,tariff_relief,907,0.21717748922895824,0.06586146088636544,0.014303626712252084
增量关税优惠幅度,tariff_relief,908,0.22024963548703771,0.0573425109533663,0.012629667135390396
增量关税优惠幅度,tariff_relief,909,0.21807156922444978,0.04593530169472781,0.010017183323367821
增量关税优惠幅度,tariff_relief,910,0.21754707047274086,0.06102351558027611,0.013275487044436728
增量关税优惠幅度,tariff_relief,911,0.21875229648195638,0.048888789977915334,0.010694535079893033
增量关税优惠幅度,tariff_relief,912,0.21661543200604239,0.06485791011487295,0.01404922421854227
增量关税优惠幅度,tariff_relief,913,0.2195102233361594,0.048872877743427266,0.010728096308540535
增量关税优惠幅度,tariff_relief,914,0.2186310691282292,0.0677714966762692,0.014816954774752965
增量关税优惠幅度,tariff_relief,915,0.21800482957353234,0.08614554239284568,0.01878014428787183
增量关税优惠幅度,tariff_relief,916,0.21518826666874236,0.09335884195968353,0.020089727379505352
增量关税优惠幅度,tariff_relief,917,0.22011500067835713,0.059473172259004094,0.013090937352134737
增量关税优惠幅度,tariff_relief,918,0.2199105218184921,0.08150224596931653,0.017923201440491494
增量关税优惠幅度,tariff_relief,919,0.21909901415488223,0.07615570657748816,0.016685640233396134
增量关税优惠幅度,tariff_relief,920,0.21982358937837349,0.08681799813233387,0.019084643972094556
增量关税优惠幅度,tariff_relief,921,0.21882314459251834,0.0823532763097946,0.018020802889605798
增量关税优惠幅度,tariff_relief,922,0.21887227950621058,0.04227927209160495,0.009253760658552887
增量关税优惠幅度,tariff_relief,923,0.21863464112285816,0.07828514214369642,0.017115843957839005
增量关税优惠幅度,tariff_relief,924,0.21796210681853898,0.051980466770959265,0.01132977205080934
增量关税优惠幅度,tariff_relief,925,0.21609384485846028,0.06697015107495839,0.014471837436539707
增量关税优惠幅度,tariff_relief,926,0.21732214261419092,0.06943005804182427,0.015088688975476886
增量关税优惠幅度,tariff_relief,927,0.21821343757023015,0.06912273240391284,0.01508350905210496
增量关税优惠幅度,tariff_relief,928,0.2183917961472559,0.05213059154087711,0.011384893520831097
增量关税优惠幅度,tariff_relief,929,0.2223750709395711,0.08239582560890052,0.018322777564903782
增量关税优惠幅度,tariff_relief,930,0.21945304887361672,0.07992140017921205,0.017538994939576502
增量关税优惠幅度,tariff_relief,931,0.22125307953737985,0.062446263684576696,0.013816428145815842
增量关税优惠幅度,tariff_relief,932,0.21701787312771742,0.08331213505177479,0.01808022235466532
增量关税优惠幅度,tariff_relief,933,0.22125640532566318,0.0922724642517776,0.02041587375088907
增量关税优惠幅度,tariff_relief,934,0.22007726382409565,0.051248973782960706,0.011278733923946805
增量关税优惠幅度,tariff_relief,935,0.22263330108080082,0.05611675625428855,0.012493458690838935
增量关税优惠幅度,tariff_relief,936,0.21576402616947088,0.09118116797048785,0.01967361591214726
增量关税优惠幅度,tariff_relief,937,0.21535942150233636,0.05432847887791806,0.011700149782250332
增量关税优惠幅度,tariff_relief,938,0.21827370378981992,0.08554561569623408,0.018672358380997567
增量关税优惠幅度,tariff_relief,939,0.21954882525201427,0.08313185227721386,0.018251500508486288
增量关税优惠幅度,tariff_relief,940,0.21879652310180095,0.0666571825091859,0.014584359772772055
增量关税优惠幅度,tariff_relief,941,0.21961750651753065,0.07889241272475175,0.017326154965761887
增量关税优惠幅度,tariff_relief,942,0.221223915699995,0.07066732795614118,0.015633303002513275
增量关税优惠幅度,tariff_relief,943,0.21898017688220875,0.07391798049290153,0.016186572443111235
增量关税优惠幅度,tariff_relief,944,0.22102472133373915,0.07488448494626578,0.016551322417468976
增量关税优惠幅度,tariff_relief,945,0.21791324833677106,0.05167662098592074,0.01126102034211014
增量关税优惠幅度,tariff_relief,946,0.2199207157943326,0.07409090131917562,0.016294124051960363
增量关税优惠幅度,tariff_relief,947,0.2200144082317201,0.06701936839540905,0.014745226677579567
增量关税优惠幅度,tariff_relief,948,0.2242248208000473,0.0619043629949826,0.013880494699291052
增量关税优惠幅度,tariff_relief,949,0.22009609976908193,0.07730812774249611,0.017015217396573353
增量关税优惠幅度,tariff_relief,950,0.21618810184626122,0.08042166297877766,0.01738620666670168
增量关税优惠幅度,tariff_relief,951,0.21679309421948378,0.08124414630753406,0.017613169865230757
增量关税优惠幅度,tariff_relief,952,0.21649383210026363,0.09099083830615828,0.01969895527091567
增量关税优惠幅度,tariff_relief,953,0.21625999185027356,0.04173706185829342,0.009026056657328899
增量关税优惠幅度,tariff_relief,954,0.21885485814047043,0.03961545082382218,0.008670033870218386
增量关税优惠幅度,tariff_relief,955,0.22315011559434914,0.07045660420045652,0.015722399371717176
增量关税优惠幅度,tariff_relief,956,0.21811388835865425,0.06962704523732346,0.015186625571636539
增量关税优惠幅度,tariff_relief,957,0.21363656562961425,0.07321970514044766,0.01564240634261825
增量关税优惠幅度,tariff_relief,958,0.22090646316068802,0.08245958139614576,0.018215854479933426
增量关税优惠幅度,tariff_relief,959,0.21983019168685367,0.08261462768800758,0.018161189440792754
增量关税优惠幅度,tariff_relief,960,0.21865928376232593,0.0702544344832373,0.015361784325231921
增量关税优惠幅度,tariff_relief,961,0.21865782841938758,0.06685302989533685,0.014617938340170755
增量关税优惠幅度,tariff_relief,962,0.22006852764079185,0.07148869290674585,0.01573241139095228
增量关税优惠幅度,tariff_relief,963,0.22006866747476492,0.08957494527133984,0.019712638844988754
增量关税优惠幅度,tariff_relief,964,0.2166014089506567,0.06888881760637602,0.014921414954485852
增量关税优惠幅度,tariff_relief,965,0.2161744197202656,0.038384647934535776,0.008297778993414964
增量关税优惠幅度,tariff_relief,966,0.2174764998925535,0.09562138772692458,0.020795404717720328
增量关税优惠幅度,tariff_relief,967,0.216005330646213,0.07931405822338962,0.017132259371436264
增量关税优惠幅度,tariff_relief,968,0.21441404426943808,0.07186877063406251,0.01540967376832197
增量关税优惠幅度,tariff_relief,969,0.21933901450359738,0.07621059767764693,0.016715957389345226
增量关税优惠幅度,tariff_relief,970,0.22238343337182692,0.06877868184039992,0.015295239410456659
增量关税优惠幅度,tariff_relief,971,0.2207890416374462,0.08442718998192483,0.018640598364251783
增量关税优惠幅度,tariff_relief,972,0.2131856333080875,0.0636045353765254,0.013559573155511224
增量关税优惠幅度,tariff_relief,973,0.21969117169246943,0.08399607404738263,0.018453195925036914
增量关税优惠幅度,tariff_relief,974,0.21748074342361837,0.07989595923872145,0.017375832611780252
增量关税优惠幅度,tariff_relief,975,0.21777616108873726,0.06797155670398579,0.014802584682219448
