"doi","title","year","categories","source_files","openalex_is_oa","pdf_url","status","error"
"10.1080/10168737.2016.1204344","","","05A_中间品累积; 05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\A_中间品累积规则.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","False","","no_free_pdf_found",""
"10.1080/10168737.2023.2187261","","","03_双轨推拉","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\03_双轨推拉_文献.md","False","","metadata_failed","Response status code does not indicate success: 404 (Not Found)."
"10.1080/10971475.2026.2657735","","","01_RCEP实证; 05A_中间品累积; 05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\01_RCEP_实证文献空白.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\A_中间品累积规则.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","False","","no_free_pdf_found",""
"10.1080/13439006.2015.1038890","Diplomatic Objectives in Trade Politics: The Development of the China-Japan-Korea FTA","2015","05E_中日韩FTA","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\E_中日韩三边FTA.md","False","","no_free_pdf_found",""
"10.1080/13504851.2021.1904083","","","03_双轨推拉","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\03_双轨推拉_文献.md","False","","metadata_failed","Response status code does not indicate success: 404 (Not Found)."
"10.1080/13504851.2021.1966361","","","05C_中日首次FTA; 05D_贸易便利化; 05E_中日韩FTA","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\C_中日首次FTA.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\E_中日韩三边FTA.md","False","","no_free_pdf_found",""
"10.1080/13675567.2026.2646342","","","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
"10.1080/1540496x.2023.2298269","","","02_网络结构","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\02_网络结构_结果变量文献.md","False","","no_free_pdf_found",""
"10.1080/24761028.2021.1907881","","","05E_中日韩FTA","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\E_中日韩三边FTA.md","False","","no_free_pdf_found",""
"10.1086/700764","Production Networks, Geography and Firm Performance","2015","02_网络结构","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\02_网络结构_结果变量文献.md","True","https://doi.org/10.3386/w21082","download_failed","Operation is not valid due to the current state of the object."
"10.1086/725173","","","04_原产地累积","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\04_原产地累积规则_制度特性.md","False","","no_free_pdf_found",""
"10.1093/irap/lcw023","","","05E_中日韩FTA","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\E_中日韩三边FTA.md","False","","no_free_pdf_found",""
"10.1093/isq/sqae117","","","03_双轨推拉","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\03_双轨推拉_文献.md","False","","no_free_pdf_found",""
"10.1093/jiel/jgv017","","","05A_中间品累积","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\A_中间品累积规则.md","False","","no_free_pdf_found",""
"10.1093/qje/qjaa044","","","02_网络结构","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\02_网络结构_结果变量文献.md","False","","no_free_pdf_found",""
"10.1093/qje/qjw018","Input Specificity and the Propagation of Idiosyncratic Shocks in Production Networks *","2016","02_网络结构","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\02_网络结构_结果变量文献.md","True","https://dspace.mit.edu/bitstream/1721.1/111134/1/input-specificity-jean-noel-barrot.pdf","download_failed","Response status code does not indicate success: 405 (Not Allowed)."
"10.1093/restud/rdae045","","","05B_来源再配置","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\B_来源再配置HHI.md","False","","no_free_pdf_found",""
"10.1093/wber/lhaa006","","","02_网络结构","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\02_网络结构_结果变量文献.md","False","","no_free_pdf_found",""
"10.1108/ijopm-05-2020-0278","","","02_网络结构","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\02_网络结构_结果变量文献.md","False","","no_free_pdf_found",""
"10.1108/ijopm-09-2022-0567","","","05A_中间品累积","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\A_中间品累积规则.md","False","","no_free_pdf_found",""
"10.1108/jeas-02-2022-0037","","","04_原产地累积; 05A_中间品累积; 05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\04_原产地累积规则_制度特性.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\A_中间品累积规则.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","False","","no_free_pdf_found",""
"10.1108/jkt-03-2018-0020","","","05C_中日首次FTA; 05E_中日韩FTA","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\C_中日首次FTA.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\E_中日韩三边FTA.md","False","","no_free_pdf_found",""
"10.1108/k-10-2017-0394","","","05A_中间品累积","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\A_中间品累积规则.md","False","","no_free_pdf_found",""
"10.1109/access.2020.3015910","","","02_网络结构","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\02_网络结构_结果变量文献.md","False","","no_free_pdf_found",""
"10.1111/1467-9701.00352","Rules of Origin with Multistage Production","2001","04_原产地累积","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\04_原产地累积规则_制度特性.md","False","","no_free_pdf_found",""
"10.1111/1468-0106.12314","","","05C_中日首次FTA","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\C_中日首次FTA.md","False","","no_free_pdf_found",""
"10.1111/1468-0106.12468","","","03_双轨推拉","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\03_双轨推拉_文献.md","False","","metadata_failed","Response status code does not indicate success: 404 (Not Found)."
"10.1111/coep.12529","Rules of origin and trade preference utilization among least developed countries","2021","04_原产地累积","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\04_原产地累积规则_制度特性.md","False","","no_free_pdf_found",""
"10.1111/dpr.12418","","","05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","False","","no_free_pdf_found",""
"10.1111/j.1468-2354.2012.00734.x","","","04_原产地累积; 05A_中间品累积; 05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\04_原产地累积规则_制度特性.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\A_中间品累积规则.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","False","","no_free_pdf_found",""
"10.1111/j.1746-1049.2001.tb00892.x","ASSESSING A JAPAN‐KOREA FREE TRADE AGREEMENT","2001","05E_中日韩FTA","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\E_中日韩三边FTA.md","False","","no_free_pdf_found",""
"10.1111/pafo.12142","","","04_原产地累积; 05E_中日韩FTA","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\04_原产地累积规则_制度特性.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\E_中日韩三边FTA.md","False","","no_free_pdf_found",""
"10.1111/twec.13137","","","05A_中间品累积","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\A_中间品累积规则.md","False","","no_free_pdf_found",""
"10.1111/twec.13347","","","05E_中日韩FTA","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\E_中日韩三边FTA.md","False","","no_free_pdf_found",""
"10.1111/twec.13468","","","00_近期文献; 04_原产地累积; 05A_中间品累积","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\paper\paper_v2\literature\recent_literature_2022_2026.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\04_原产地累积规则_制度特性.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\A_中间品累积规则.md","False","","no_free_pdf_found",""
"10.1111/twec.13557","","","00_近期文献","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\paper\paper_v2\literature\recent_literature_2022_2026.md","False","","no_free_pdf_found",""
"10.11130/jei.2013.28.3.375","China-Japan-Korea FTA: A Dual Track Approach to a Trilateral Agreement","2013","05E_中日韩FTA","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\E_中日韩三边FTA.md","True","https://www.e-jei.org/upload/JEI_28_3_375_392_2013600018.pdf","downloaded",""
"10.11130/jei.2025013","","","03_双轨推拉","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\03_双轨推拉_文献.md","False","","no_free_pdf_found",""
"10.1142/9789812701350_0008","","","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
"10.1142/9789812701350_0009","","","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
"10.1142/s1793930525000042","","","05A_中间品累积; 05B_来源再配置","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\A_中间品累积规则.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\B_来源再配置HHI.md","False","","no_free_pdf_found",""
"10.1146/annurev-economics-080217-053506","","","02_网络结构","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\02_网络结构_结果变量文献.md","False","","no_free_pdf_found",""
"10.1162/asep_a_00218","","","05E_中日韩FTA","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\E_中日韩三边FTA.md","False","","no_free_pdf_found",""
"10.1162/asep_a_00846","","","04_原产地累积; 05A_中间品累积; 05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\04_原产地累积规则_制度特性.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\A_中间品累积规则.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","False","","no_free_pdf_found",""
"10.11644/kiep.eaer.2021.25.3.397","","","03_双轨推拉","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\03_双轨推拉_文献.md","False","","no_free_pdf_found",""
"10.11644/kiep.eaer.2022.26.1.403","","","05E_中日韩FTA; 05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\E_中日韩三边FTA.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","False","","no_free_pdf_found",""
"10.11644/kiep.jeai.2015.19.2.293","","","05E_中日韩FTA","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\E_中日韩三边FTA.md","False","","no_free_pdf_found",""
"10.1257/aer.20211519","","","00_近期文献","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\paper\paper_v2\literature\recent_literature_2022_2026.md","False","","no_free_pdf_found",""
"10.1257/aeri.20200536","","","03_双轨推拉","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\03_双轨推拉_文献.md","False","","metadata_failed","Response status code does not indicate success: 404 (Not Found)."
"10.1257/aeri.20220623","","","03_双轨推拉","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\03_双轨推拉_文献.md","False","","metadata_failed","Response status code does not indicate success: 404 (Not Found)."
"10.1257/jep.33.4.187","","","03_双轨推拉","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\03_双轨推拉_文献.md","False","","no_free_pdf_found",""
"10.1257/pol.20200257","","","04_原产地累积","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\04_原产地累积规则_制度特性.md","False","","no_free_pdf_found",""
"10.1355/ae30-3a","","","05C_中日首次FTA","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\C_中日首次FTA.md","False","","no_free_pdf_found",""
"10.1355/ae42-3b","","","04_原产地累积; 05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\04_原产地累积规则_制度特性.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
"10.1371/journal.pone.0286106","","","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
"10.1515/econ-2022-0102","","","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
"10.15408/etk.v25i1.49615","","","05C_中日首次FTA","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\C_中日首次FTA.md","False","","no_free_pdf_found",""
"10.1596/1813-9450-8884","","","05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","False","","no_free_pdf_found",""
"10.1596/1813-9450-9674","","","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
"10.16980/jitc.19.2.202304.247","","","05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","False","","no_free_pdf_found",""
"10.17825/klr.2021.31.2.81","A Study on the Influencing Factors of Logistics Performance Index(LPI) of RCEP Signatories on China’s Foreign Export Trade -Based on the Gravity Model-","2021","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","True","https://doi.org/10.17825/klr.2021.31.2.81","oa_link_not_pdf",""
"10.17825/klr.2024.34.6.69","","","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
"10.17825/klr.2026.36.3.1","","","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
"10.18402/resci.2024.07.09","The impact of source diversification on soybean’s import prices of China","2024","05B_来源再配置","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\B_来源再配置HHI.md","True","https://www.resci.cn/CN/PDF/10.18402/resci.2024.07.09","downloaded",""
"10.18623/rvd.v22.5156","","","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
"10.19044/esj.2016.v12n25p37","","","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
"10.1956/jge.v11i4.413","","","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
"10.20294/jgbt.2022.18.5.101","","","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
"10.20955/wp.2025.018","","","05B_来源再配置","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\B_来源再配置HHI.md","False","","no_free_pdf_found",""
"10.2139/ssrn.2385217","Supply Chain Network Structure and Firm Returns","2014","02_网络结构","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\02_网络结构_结果变量文献.md","True","https://doi.org/10.2139/ssrn.2385217","download_failed","Response status code does not indicate success: 403 (Forbidden)."
"10.2139/ssrn.2489806","Impact of Rules of Origin on FTA Utilization in Korean FTAs","2014","05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","True","https://doi.org/10.2139/ssrn.2489806","download_failed","Response status code does not indicate success: 403 (Forbidden)."
"10.2139/ssrn.2650703","Identifying Foreign Suppliers in U.S. Merchandise Import Transactions","2015","05B_来源再配置","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\B_来源再配置HHI.md","True","https://doi.org/10.2139/ssrn.2650703","download_failed","Response status code does not indicate success: 403 (Forbidden)."
"10.2139/ssrn.3630294","Trade War, RCEP and CPTPP: Will East Asia Decouple from the United States?","2020","03_双轨推拉; 05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\03_双轨推拉_文献.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","True","https://doi.org/10.2139/ssrn.3630294","download_failed","Response status code does not indicate success: 403 (Forbidden)."
"10.2139/ssrn.3749362","The Impact of Us Tariffs Against China on Us Imports: Evidence for Trade Diversion?","2020","05B_来源再配置","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\B_来源再配置HHI.md","True","https://www.ecb.europa.eu//pub/pdf/scpwps/ecb.wp2503~ca71d98a53.en.pdf","downloaded",""
"10.2139/ssrn.4340626","Rules of Origin and Exporters' Value-Added","2023","05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","True","https://doi.org/10.2139/ssrn.4340626","download_failed","Response status code does not indicate success: 403 (Forbidden)."
"10.2139/ssrn.4432826","The Role of Institutional Quality and Institutional Quality Distance on Agricultural Trade Within a Free Trade Area: Evidence from Southern African Development Community Trade","2023","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","True","https://doi.org/10.2139/ssrn.4432826","download_failed","Response status code does not indicate success: 403 (Forbidden)."
"10.2139/ssrn.4507804","Rules of Origin and Exporters' Value-Added","2023","05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","True","https://doi.org/10.2139/ssrn.4507804","download_failed","Response status code does not indicate success: 403 (Forbidden)."
"10.2139/ssrn.4711081","The Determinants of Product-Specific Rules of Origin: An Econometric Analysis in the Regional Comprehensive Economic Partnership","2024","04_原产地累积","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\04_原产地累积规则_制度特性.md","True","https://doi.org/10.2139/ssrn.4711081","download_failed","Response status code does not indicate success: 403 (Forbidden)."
"10.2139/ssrn.4775658","The Impact of the RCEP on Trade between China and RCEP Member Countries","2024","01_RCEP实证; 05B_来源再配置; 05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\01_RCEP_实证文献空白.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\B_来源再配置HHI.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","True","https://doi.org/10.2139/ssrn.4775658","download_failed","Response status code does not indicate success: 403 (Forbidden)."
"10.2139/ssrn.4875238","Do Export Firms Embedding in the RTA Network Positions Promote Productivity? New Empirical Evidence from Chinese Firms","2024","01_RCEP实证","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\01_RCEP_实证文献空白.md","True","http://dx.doi.org/10.2139/ssrn.4875238","download_failed","Response status code does not indicate success: 403 (Forbidden)."
"10.2139/ssrn.5141956","Trade Diversion and Geopolitical Alliances: Evidence from Brazil's Export Responses to the Us-China Trade War","2025","05B_来源再配置","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\B_来源再配置HHI.md","True","https://doi.org/10.2139/ssrn.5141956","download_failed","Response status code does not indicate success: 403 (Forbidden)."
"10.2139/ssrn.5208414","Treade Policy Uncertainty and Trade Diversion Effects During the Us-China Trade War: A Gravity Model Approach","2025","05B_来源再配置","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\B_来源再配置HHI.md","True","https://doi.org/10.2139/ssrn.5208414","download_failed","Response status code does not indicate success: 403 (Forbidden)."
"10.2139/ssrn.5255514","Regime-Wide Rules of Origin and Global Value Chains Trade","2025","05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","True","https://doi.org/10.2139/ssrn.5255514","download_failed","Response status code does not indicate success: 403 (Forbidden)."
"10.2139/ssrn.5255516","Regime-Wide Rules of Origin and Global Value Chains Trade","2025","05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","True","https://doi.org/10.2139/ssrn.5255516","download_failed","Response status code does not indicate success: 403 (Forbidden)."
"10.2139/ssrn.5795404","Trade Policy Uncertainty and Supply Chain Disruptions: Firm-Level Evidence from ""Liberation Day""","2025","01_RCEP实证","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\01_RCEP_实证文献空白.md","True","https://doi.org/10.2139/ssrn.5795404","download_failed","Response status code does not indicate success: 403 (Forbidden)."
"10.2139/ssrn.5849275","Supply Chain Trade Creation and Diversion Effects of Free Trade Agreements☆","2025","05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","True","https://doi.org/10.2139/ssrn.5849275","download_failed","Response status code does not indicate success: 403 (Forbidden)."
"10.2139/ssrn.6332146","How Does China Mitigate ""Reverse Shocks"" in Trade Networks?——Evidence from the ""Shock Absorber"" Mechanism of RCEP Tariff Reductions","2026","01_RCEP实证","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\01_RCEP_实证文献空白.md","True","https://doi.org/10.2139/ssrn.6332146","download_failed","Response status code does not indicate success: 403 (Forbidden)."
"10.2139/ssrn.6604118","Supplier Concentration, Audit Quality, and Audit Fees: Evidence from China","2026","05B_来源再配置","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\B_来源再配置HHI.md","True","https://doi.org/10.2139/ssrn.6604118","download_failed","Response status code does not indicate success: 403 (Forbidden)."
"10.22158/mmse.v8n2p105","Supply Chain Network Centrality and Corporate Financial Risk: Evidence from Chinese Listed Firms","2026","02_网络结构","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\02_网络结构_结果变量文献.md","True","https://www.scholink.org/ojs/index.php/mmse/article/download/57265/13337","download_failed","An error occurred while sending the request."
"10.22617/tcs220167-2","An Analysis of the Product-Specific Rules of Origin of the Regional Comprehensive Economic Partnership","2022","04_原产地累积","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\04_原产地累积规则_制度特性.md","True","https://www.adb.org/sites/default/files/publication/792391/product-specific-rules-origin-rcep.pdf","downloaded",""
"10.22617/tcs230396-2","","","01_RCEP实证; 04_原产地累积; 05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\01_RCEP_实证文献空白.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\04_原产地累积规则_制度特性.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","False","","no_free_pdf_found",""
"10.22617/wps240022-2","","","04_原产地累积","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\04_原产地累积规则_制度特性.md","False","","no_free_pdf_found",""
"10.22659/ktra.2024.49.2.21","An Empirical Study on the Economic Effects of Multilateral Cumulation in RCE","2024","04_原产地累积; 05A_中间品累积; 05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\04_原产地累积规则_制度特性.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\A_中间品累积规则.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","False","","no_free_pdf_found",""
"10.22659/ktra.2025.50.4.173","The Impact of RCEP Trade Facilitation on the Market Share of China's Manufacturing Exports","2025","03_双轨推拉","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP_JAE_修订\文献调研\03_双轨推拉_文献.md","False","","no_free_pdf_found",""
"10.24006/jilt.2022.e3","","","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
"10.25236/ajbm.2023.050802","","","05F_累积规则与中日韩","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\F_累积规则与中日韩.md","False","","no_free_pdf_found",""
"10.26599/cje.2024.9300102","","","05A_中间品累积; 05B_来源再配置","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\A_中间品累积规则.md; C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\B_来源再配置HHI.md","False","","no_free_pdf_found",""
"10.26689/pbes.v8i8.13385","","","05D_贸易便利化","C:\Users\97328\Desktop\学习\论文、项目\供应链冲击\RCEP选题探索\文献调研\D_便利化调节效应.md","False","","no_free_pdf_found",""
