draw,beta,assignment
975,-0.005640180860888716,AU:0;BD:0;BN:2023;HK:0;ID:2022;IN:2022;JP:2022;KH:0;KR:0;LA:0;LK:2022;MM:2022;MN:2023;MY:2022;NZ:0;PH:2022;PK:2022;SG:2022;TH:2022;TW:2022;VN:2022
976,0.00013408353374240432,AU:0;BD:0;BN:2023;HK:0;ID:2022;IN:2022;JP:2022;KH:2022;KR:0;LA:2022;LK:0;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2022;PK:2022;SG:0;TH:0;TW:2023;VN:2022
977,-0.0030318873356129854,AU:0;BD:0;BN:2023;HK:0;ID:2022;IN:2022;JP:2022;KH:2022;KR:0;LA:2022;LK:2022;MM:2022;MN:0;MY:2022;NZ:2023;PH:2022;PK:2022;SG:0;TH:2022;TW:2022;VN:0
978,-0.003654973992870651,AU:0;BD:0;BN:2023;HK:0;ID:2022;IN:2022;JP:2022;KH:2022;KR:0;LA:2022;LK:2022;MM:2023;MN:2022;MY:2022;NZ:2022;PH:0;PK:0;SG:2022;TH:0;TW:2022;VN:2022
979,0.005324405728841918,AU:0;BD:0;BN:2023;HK:0;ID:2022;IN:2022;JP:2022;KH:2022;KR:2022;LA:2022;LK:0;MM:2022;MN:0;MY:2022;NZ:2022;PH:2022;PK:2023;SG:0;TH:2022;TW:0;VN:2022
980,-0.00181178588050651,AU:0;BD:0;BN:2023;HK:0;ID:2022;IN:2022;JP:2022;KH:2022;KR:2022;LA:2022;LK:0;MM:2022;MN:2022;MY:0;NZ:2022;PH:2023;PK:0;SG:0;TH:2022;TW:2022;VN:2022
981,-0.0014961550397408457,AU:0;BD:0;BN:2023;HK:0;ID:2022;IN:2022;JP:2022;KH:2022;KR:2022;LA:2022;LK:2023;MM:2022;MN:2022;MY:2022;NZ:0;PH:0;PK:2022;SG:0;TH:2022;TW:2022;VN:0
982,-0.004707347846792209,AU:0;BD:0;BN:2023;HK:0;ID:2022;IN:2022;JP:2022;KH:2023;KR:0;LA:2022;LK:0;MM:2022;MN:0;MY:0;NZ:2022;PH:2022;PK:2022;SG:2022;TH:2022;TW:2022;VN:2022
983,-0.0018109191379332512,AU:0;BD:0;BN:2023;HK:0;ID:2022;IN:2023;JP:2022;KH:2022;KR:2022;LA:2022;LK:0;MM:0;MN:2022;MY:2022;NZ:2022;PH:2022;PK:0;SG:2022;TH:2022;TW:2022;VN:0
984,-0.004053661725022028,AU:0;BD:0;BN:2023;HK:0;ID:2023;IN:2022;JP:2022;KH:0;KR:2022;LA:0;LK:2022;MM:0;MN:2022;MY:0;NZ:2022;PH:2022;PK:2022;SG:2022;TH:2022;TW:2022;VN:2022
985,0.0024147108215836956,AU:0;BD:0;BN:2023;HK:2022;ID:0;IN:0;JP:0;KH:2022;KR:2022;LA:2022;LK:0;MM:0;MN:2022;MY:2022;NZ:2022;PH:2022;PK:2023;SG:2022;TH:2022;TW:2022;VN:2022
986,0.008755526111353277,AU:0;BD:0;BN:2023;HK:2022;ID:0;IN:0;JP:0;KH:2022;KR:2022;LA:2022;LK:0;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2022;PK:2023;SG:2022;TH:2022;TW:0;VN:2022
987,-0.002448982937182815,AU:0;BD:0;BN:2023;HK:2022;ID:0;IN:0;JP:2022;KH:0;KR:2022;LA:2022;LK:2022;MM:2022;MN:2022;MY:0;NZ:2023;PH:2022;PK:2022;SG:0;TH:2022;TW:2022;VN:2022
988,-0.004687394969393089,AU:0;BD:0;BN:2023;HK:2022;ID:0;IN:0;JP:2022;KH:2022;KR:0;LA:2022;LK:2022;MM:2022;MN:0;MY:2022;NZ:2022;PH:2022;PK:0;SG:2023;TH:2022;TW:2022;VN:2022
989,-0.0026289971751793303,AU:0;BD:0;BN:2023;HK:2022;ID:0;IN:0;JP:2022;KH:2022;KR:0;LA:2023;LK:2022;MM:0;MN:2022;MY:2022;NZ:2022;PH:2022;PK:2022;SG:0;TH:2022;TW:2022;VN:2022
990,-0.0025118911224405426,AU:0;BD:0;BN:2023;HK:2022;ID:0;IN:0;JP:2022;KH:2023;KR:2022;LA:0;LK:2022;MM:2022;MN:0;MY:2022;NZ:2022;PH:2022;PK:2022;SG:2022;TH:2022;TW:2022;VN:0
991,-0.0005488735555814768,AU:0;BD:0;BN:2023;HK:2022;ID:0;IN:2022;JP:0;KH:0;KR:2022;LA:0;LK:2022;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2022;PK:2022;SG:2023;TH:2022;TW:2022;VN:0
992,-0.0001381993007538905,AU:0;BD:0;BN:2023;HK:2022;ID:0;IN:2022;JP:0;KH:2022;KR:2022;LA:2022;LK:2022;MM:0;MN:2022;MY:2022;NZ:0;PH:0;PK:2022;SG:2022;TH:2022;TW:2022;VN:2023
993,0.006173413103747501,AU:0;BD:0;BN:2023;HK:2022;ID:0;IN:2022;JP:0;KH:2022;KR:2022;LA:2022;LK:2022;MM:2022;MN:2022;MY:0;NZ:2022;PH:0;PK:2023;SG:2022;TH:2022;TW:0;VN:2022
994,0.00029635611316719746,AU:0;BD:0;BN:2023;HK:2022;ID:0;IN:2022;JP:0;KH:2022;KR:2022;LA:2022;LK:2022;MM:2022;MN:2022;MY:0;NZ:2022;PH:0;PK:2023;SG:2022;TH:2022;TW:2022;VN:0
995,-0.002180716479865711,AU:0;BD:0;BN:2023;HK:2022;ID:0;IN:2022;JP:2022;KH:0;KR:2022;LA:2022;LK:2022;MM:0;MN:2022;MY:0;NZ:2022;PH:2022;PK:2022;SG:0;TH:2022;TW:2023;VN:2022
996,0.00044821462954515906,AU:0;BD:0;BN:2023;HK:2022;ID:0;IN:2022;JP:2022;KH:0;KR:2022;LA:2022;LK:2022;MM:2022;MN:0;MY:0;NZ:2022;PH:2022;PK:2022;SG:2023;TH:2022;TW:0;VN:2022
997,-0.00401377662796047,AU:0;BD:0;BN:2023;HK:2022;ID:0;IN:2022;JP:2022;KH:0;KR:2022;LA:2022;LK:2022;MM:2022;MN:2022;MY:2022;NZ:2023;PH:0;PK:0;SG:2022;TH:0;TW:2022;VN:2022
998,-0.004345854553878457,AU:0;BD:0;BN:2023;HK:2022;ID:0;IN:2022;JP:2022;KH:2022;KR:0;LA:0;LK:0;MM:2022;MN:2023;MY:2022;NZ:2022;PH:0;PK:2022;SG:2022;TH:2022;TW:2022;VN:2022
999,0.0020679729902673438,AU:0;BD:0;BN:2023;HK:2022;ID:0;IN:2022;JP:2022;KH:2022;KR:2022;LA:0;LK:2023;MM:2022;MN:2022;MY:0;NZ:2022;PH:2022;PK:2022;SG:0;TH:2022;TW:0;VN:2022
1000,-0.00311081508328891,AU:0;BD:0;BN:2023;HK:2022;ID:0;IN:2022;JP:2022;KH:2022;KR:2022;LA:2022;LK:2022;MM:0;MN:2023;MY:0;NZ:2022;PH:0;PK:2022;SG:0;TH:2022;TW:2022;VN:2022
1001,0.0013763970100904158,AU:0;BD:0;BN:2023;HK:2022;ID:0;IN:2022;JP:2022;KH:2022;KR:2022;LA:2022;LK:2022;MM:2022;MN:0;MY:2022;NZ:0;PH:2022;PK:2022;SG:2023;TH:0;TW:0;VN:2022
1002,-0.00027729589761928613,AU:0;BD:0;BN:2023;HK:2022;ID:0;IN:2022;JP:2022;KH:2022;KR:2022;LA:2022;LK:2023;MM:2022;MN:2022;MY:0;NZ:0;PH:2022;PK:0;SG:2022;TH:2022;TW:0;VN:2022
1003,0.0031045721188624597,AU:0;BD:0;BN:2023;HK:2022;ID:0;IN:2022;JP:2022;KH:2022;KR:2023;LA:2022;LK:2022;MM:2022;MN:0;MY:2022;NZ:2022;PH:2022;PK:0;SG:0;TH:2022;TW:0;VN:2022
1004,-0.004818836761202157,AU:0;BD:0;BN:2023;HK:2022;ID:0;IN:2022;JP:2023;KH:2022;KR:0;LA:0;LK:0;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2022;PK:0;SG:2022;TH:2022;TW:2022;VN:2022
1005,0.0011040742816109826,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:0;JP:0;KH:0;KR:2022;LA:2022;LK:2022;MM:0;MN:2022;MY:2022;NZ:2023;PH:2022;PK:2022;SG:2022;TH:0;TW:2022;VN:2022
1006,0.0008832725926667876,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:0;JP:0;KH:2022;KR:0;LA:0;LK:0;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2023;PK:2022;SG:2022;TH:2022;TW:2022;VN:2022
1007,0.0009514616273977486,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:0;JP:0;KH:2022;KR:2022;LA:0;LK:2023;MM:2022;MN:2022;MY:2022;NZ:0;PH:0;PK:2022;SG:2022;TH:2022;TW:2022;VN:2022
1008,0.0027131769859451696,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:0;JP:0;KH:2022;KR:2022;LA:2022;LK:2022;MM:2022;MN:2022;MY:0;NZ:2022;PH:2023;PK:2022;SG:0;TH:0;TW:2022;VN:2022
1009,0.0033083568622655274,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:0;JP:0;KH:2022;KR:2022;LA:2023;LK:2022;MM:2022;MN:0;MY:2022;NZ:2022;PH:0;PK:2022;SG:0;TH:2022;TW:2022;VN:2022
1010,0.0037629039681974018,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:0;JP:2022;KH:0;KR:2022;LA:0;LK:2022;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2023;PK:2022;SG:2022;TH:0;TW:0;VN:2022
1011,-0.0024091339471454835,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:0;JP:2022;KH:2022;KR:0;LA:2022;LK:0;MM:2022;MN:2023;MY:2022;NZ:2022;PH:0;PK:2022;SG:2022;TH:2022;TW:2022;VN:0
1012,0.0005219188993490497,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:0;JP:2022;KH:2022;KR:0;LA:2022;LK:2022;MM:2022;MN:2022;MY:0;NZ:0;PH:2022;PK:2022;SG:2022;TH:2022;TW:0;VN:2023
1013,-0.0025624224820725468,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:0;JP:2022;KH:2022;KR:2022;LA:0;LK:2022;MM:2022;MN:2022;MY:0;NZ:2022;PH:0;PK:2022;SG:2022;TH:0;TW:2022;VN:2023
1014,-0.0009471412395247836,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:0;JP:2022;KH:2022;KR:2022;LA:2022;LK:2022;MM:2022;MN:2023;MY:2022;NZ:0;PH:0;PK:2022;SG:0;TH:0;TW:2022;VN:2022
1015,0.004748434780385908,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:0;JP:2022;KH:2022;KR:2022;LA:2023;LK:0;MM:0;MN:2022;MY:2022;NZ:2022;PH:0;PK:2022;SG:2022;TH:2022;TW:0;VN:2022
1016,0.0033847287214593116,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:0;JP:2022;KH:2023;KR:2022;LA:2022;LK:2022;MM:0;MN:0;MY:2022;NZ:2022;PH:2022;PK:2022;SG:2022;TH:2022;TW:0;VN:0
1017,-0.0016275222021672924,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2022;JP:0;KH:0;KR:2023;LA:2022;LK:2022;MM:2022;MN:2022;MY:0;NZ:0;PH:2022;PK:2022;SG:2022;TH:2022;TW:2022;VN:0
1018,-0.00204339175758273,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:0;LA:0;LK:0;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2022;PK:0;SG:2023;TH:2022;TW:2022;VN:2022
1019,0.0030733830196437847,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:0;LA:0;LK:2022;MM:2022;MN:2022;MY:0;NZ:2022;PH:2022;PK:2022;SG:2023;TH:2022;TW:0;VN:2022
1020,0.004590267136507028,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:0;LA:2022;LK:2022;MM:2022;MN:2023;MY:2022;NZ:2022;PH:0;PK:0;SG:2022;TH:2022;TW:0;VN:2022
1021,0.004685869449513521,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:2022;LA:0;LK:2022;MM:0;MN:2023;MY:2022;NZ:0;PH:2022;PK:2022;SG:2022;TH:2022;TW:0;VN:2022
1022,0.007668469617322266,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:2022;LA:2022;LK:0;MM:2022;MN:0;MY:2022;NZ:2022;PH:0;PK:2022;SG:2022;TH:2023;TW:0;VN:2022
1023,0.005442920224932059,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2022;JP:0;KH:2022;KR:2022;LA:2022;LK:2022;MM:2022;MN:0;MY:2022;NZ:0;PH:0;PK:2022;SG:2023;TH:2022;TW:0;VN:2022
1024,-0.004429060036985756,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:0;LA:0;LK:2022;MM:2022;MN:2022;MY:2022;NZ:0;PH:0;PK:2022;SG:2022;TH:2022;TW:2023;VN:2022
1025,-0.005109167185547082,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:0;LA:2022;LK:0;MM:2022;MN:2022;MY:0;NZ:0;PH:2022;PK:2022;SG:2022;TH:2022;TW:2023;VN:2022
1026,-0.003459838937404264,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:2022;LA:0;LK:2022;MM:2022;MN:0;MY:2022;NZ:0;PH:2022;PK:2022;SG:2022;TH:0;TW:2023;VN:2022
1027,0.0007043696239713966,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2022;JP:2022;KH:0;KR:2022;LA:0;LK:2022;MM:2022;MN:0;MY:2023;NZ:2022;PH:2022;PK:2022;SG:2022;TH:2022;TW:0;VN:0
1028,-0.005364492862961934,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2022;JP:2022;KH:2022;KR:0;LA:2022;LK:0;MM:0;MN:2022;MY:2022;NZ:2022;PH:2022;PK:0;SG:2022;TH:0;TW:2022;VN:2023
1029,0.00015321524629267495,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2022;JP:2022;KH:2022;KR:0;LA:2023;LK:2022;MM:0;MN:2022;MY:2022;NZ:0;PH:0;PK:2022;SG:2022;TH:2022;TW:0;VN:2022
1030,-0.004479580235485964,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2022;JP:2022;KH:2022;KR:2022;LA:0;LK:2022;MM:0;MN:2022;MY:0;NZ:2022;PH:0;PK:2022;SG:2022;TH:0;TW:2022;VN:2023
1031,-0.0007703702496382318,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2022;JP:2022;KH:2022;KR:2022;LA:2022;LK:2022;MM:0;MN:2022;MY:0;NZ:0;PH:2022;PK:0;SG:2023;TH:2022;TW:0;VN:2022
1032,-0.003654632478986147,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2022;JP:2022;KH:2022;KR:2022;LA:2022;LK:2022;MM:0;MN:2022;MY:2022;NZ:0;PH:2023;PK:0;SG:0;TH:0;TW:2022;VN:2022
1033,-0.006241444190678341,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2022;JP:2022;KH:2022;KR:2022;LA:2022;LK:2022;MM:2023;MN:0;MY:0;NZ:0;PH:2022;PK:0;SG:2022;TH:0;TW:2022;VN:2022
1034,0.0009383436589827415,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2022;JP:2022;KH:2022;KR:2022;LA:2022;LK:2023;MM:2022;MN:2022;MY:0;NZ:0;PH:0;PK:2022;SG:2022;TH:2022;TW:0;VN:0
1035,-0.0065934297072022426,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2022;JP:2022;KH:2023;KR:0;LA:2022;LK:2022;MM:2022;MN:2022;MY:0;NZ:2022;PH:2022;PK:0;SG:2022;TH:0;TW:2022;VN:0
1036,-0.003456431849813023,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2022;JP:2022;KH:2023;KR:2022;LA:0;LK:0;MM:2022;MN:0;MY:2022;NZ:2022;PH:2022;PK:2022;SG:2022;TH:0;TW:2022;VN:0
1037,-0.006027133151784371,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2022;JP:2022;KH:2023;KR:2022;LA:2022;LK:2022;MM:2022;MN:0;MY:0;NZ:0;PH:0;PK:0;SG:2022;TH:2022;TW:2022;VN:2022
1038,-0.004292514984831047,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2022;JP:2022;KH:2023;KR:2022;LA:2022;LK:2022;MM:2022;MN:2022;MY:2022;NZ:0;PH:0;PK:0;SG:2022;TH:0;TW:2022;VN:0
1039,-0.004144874977682423,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2022;JP:2023;KH:0;KR:2022;LA:2022;LK:2022;MM:0;MN:0;MY:2022;NZ:2022;PH:0;PK:0;SG:2022;TH:2022;TW:2022;VN:2022
1040,-0.004414540366162853,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2022;JP:2023;KH:2022;KR:0;LA:2022;LK:0;MM:2022;MN:2022;MY:2022;NZ:0;PH:2022;PK:2022;SG:2022;TH:0;TW:2022;VN:0
1041,0.0016294907341215259,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2022;JP:2023;KH:2022;KR:0;LA:2022;LK:2022;MM:2022;MN:0;MY:2022;NZ:2022;PH:2022;PK:2022;SG:2022;TH:0;TW:0;VN:0
1042,-0.00036318796714115623,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2023;JP:0;KH:2022;KR:0;LA:2022;LK:2022;MM:2022;MN:2022;MY:2022;NZ:2022;PH:0;PK:0;SG:2022;TH:0;TW:2022;VN:2022
1043,0.006351983499521082,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2023;JP:0;KH:2022;KR:2022;LA:2022;LK:2022;MM:2022;MN:0;MY:2022;NZ:2022;PH:2022;PK:0;SG:2022;TH:0;TW:0;VN:2022
1044,-0.0027256128049398206,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2023;JP:2022;KH:0;KR:2022;LA:0;LK:0;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2022;PK:0;SG:0;TH:2022;TW:2022;VN:2022
1045,-0.0036364579006124774,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2023;JP:2022;KH:0;KR:2022;LA:2022;LK:2022;MM:2022;MN:2022;MY:2022;NZ:0;PH:2022;PK:0;SG:0;TH:2022;TW:2022;VN:0
1046,-0.0013457027938154026,AU:0;BD:0;BN:2023;HK:2022;ID:2022;IN:2023;JP:2022;KH:2022;KR:2022;LA:2022;LK:0;MM:2022;MN:2022;MY:0;NZ:2022;PH:0;PK:2022;SG:0;TH:0;TW:2022;VN:2022
1047,0.0024329106014718735,AU:0;BD:0;BN:2023;HK:2022;ID:2023;IN:2022;JP:2022;KH:0;KR:0;LA:2022;LK:0;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2022;PK:2022;SG:0;TH:2022;TW:0;VN:2022
1048,0.0016832631577513566,AU:0;BD:0;BN:2023;HK:2022;ID:2023;IN:2022;JP:2022;KH:2022;KR:0;LA:2022;LK:0;MM:2022;MN:2022;MY:2022;NZ:2022;PH:0;PK:0;SG:2022;TH:2022;TW:0;VN:2022
1049,-0.0049326922429615,AU:0;BD:0;BN:2023;HK:2022;ID:2023;IN:2022;JP:2022;KH:2022;KR:0;LA:2022;LK:2022;MM:0;MN:2022;MY:2022;NZ:2022;PH:0;PK:0;SG:2022;TH:0;TW:2022;VN:2022
1050,-0.005226905073204112,AU:0;BD:0;BN:2023;HK:2022;ID:2023;IN:2022;JP:2022;KH:2022;KR:2022;LA:0;LK:2022;MM:0;MN:2022;MY:0;NZ:0;PH:0;PK:2022;SG:2022;TH:2022;TW:2022;VN:2022
1051,0.00178404250059803,AU:0;BD:0;BN:2023;HK:2023;ID:0;IN:2022;JP:0;KH:2022;KR:2022;LA:2022;LK:0;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2022;PK:2022;SG:0;TH:2022;TW:2022;VN:0
1052,-0.0008151971806862772,AU:0;BD:0;BN:2023;HK:2023;ID:0;IN:2022;JP:2022;KH:2022;KR:0;LA:0;LK:2022;MM:2022;MN:2022;MY:2022;NZ:0;PH:2022;PK:2022;SG:2022;TH:2022;TW:0;VN:2022
1053,-0.0023160976413459256,AU:0;BD:0;BN:2023;HK:2023;ID:2022;IN:2022;JP:0;KH:2022;KR:0;LA:0;LK:0;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2022;PK:0;SG:2022;TH:2022;TW:2022;VN:2022
1054,-0.002876650748283093,AU:0;BD:0;BN:2023;HK:2023;ID:2022;IN:2022;JP:0;KH:2022;KR:0;LA:2022;LK:2022;MM:2022;MN:0;MY:0;NZ:2022;PH:2022;PK:2022;SG:2022;TH:0;TW:2022;VN:2022
1055,-0.0029877342603742123,AU:0;BD:0;BN:2023;HK:2023;ID:2022;IN:2022;JP:2022;KH:2022;KR:2022;LA:0;LK:0;MM:2022;MN:0;MY:2022;NZ:2022;PH:2022;PK:2022;SG:0;TH:2022;TW:2022;VN:0
1056,-0.003223842689798599,AU:0;BD:2022;BN:0;HK:0;ID:0;IN:0;JP:2022;KH:2022;KR:0;LA:0;LK:2022;MM:2023;MN:2022;MY:2022;NZ:2023;PH:2022;PK:2022;SG:2022;TH:2022;TW:2022;VN:2022
1057,-0.0014198647028068692,AU:0;BD:2022;BN:0;HK:0;ID:0;IN:0;JP:2022;KH:2022;KR:2022;LA:0;LK:2022;MM:0;MN:2022;MY:2022;NZ:2023;PH:2022;PK:2022;SG:2022;TH:2023;TW:2022;VN:2022
1058,-0.0012047852323479353,AU:0;BD:2022;BN:0;HK:0;ID:0;IN:0;JP:2022;KH:2022;KR:2022;LA:2022;LK:0;MM:2022;MN:2022;MY:2023;NZ:2023;PH:2022;PK:2022;SG:2022;TH:2022;TW:2022;VN:0
1059,-0.0015403642495672024,AU:0;BD:2022;BN:0;HK:0;ID:0;IN:0;JP:2022;KH:2022;KR:2022;LA:2023;LK:2022;MM:2022;MN:2022;MY:2022;NZ:0;PH:2022;PK:2023;SG:2022;TH:0;TW:2022;VN:2022
1060,-5.73987096057297e-05,AU:0;BD:2022;BN:0;HK:0;ID:0;IN:0;JP:2022;KH:2023;KR:2022;LA:2022;LK:0;MM:2022;MN:2022;MY:2023;NZ:2022;PH:2022;PK:2022;SG:0;TH:2022;TW:2022;VN:2022
1061,-0.0020813171854413017,AU:0;BD:2022;BN:0;HK:0;ID:0;IN:0;JP:2022;KH:2023;KR:2022;LA:2022;LK:2022;MM:2022;MN:2023;MY:0;NZ:2022;PH:2022;PK:2022;SG:2022;TH:2022;TW:2022;VN:0
1062,0.005197534763812473,AU:0;BD:2022;BN:0;HK:0;ID:0;IN:2022;JP:0;KH:2022;KR:0;LA:2022;LK:2023;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2022;PK:2022;SG:2023;TH:2022;TW:0;VN:2022
1063,0.0016218716648409486,AU:0;BD:2022;BN:0;HK:0;ID:0;IN:2022;JP:0;KH:2022;KR:2022;LA:0;LK:2022;MM:2023;MN:2022;MY:2022;NZ:2022;PH:0;PK:2023;SG:2022;TH:2022;TW:2022;VN:2022
1064,0.0007003208101129276,AU:0;BD:2022;BN:0;HK:0;ID:0;IN:2022;JP:0;KH:2022;KR:2022;LA:2022;LK:2022;MM:2022;MN:2022;MY:0;NZ:2022;PH:2022;PK:2023;SG:2022;TH:0;TW:2022;VN:2023
1065,0.0010843002074970092,AU:0;BD:2022;BN:0;HK:0;ID:0;IN:2022;JP:0;KH:2022;KR:2022;LA:2022;LK:2022;MM:2022;MN:2022;MY:2022;NZ:2023;PH:2022;PK:0;SG:2022;TH:2023;TW:2022;VN:0
1066,-0.0003152421494360521,AU:0;BD:2022;BN:0;HK:0;ID:0;IN:2022;JP:0;KH:2023;KR:0;LA:2022;LK:2022;MM:0;MN:2022;MY:2022;NZ:2022;PH:2023;PK:2022;SG:2022;TH:2022;TW:2022;VN:2022
1067,-0.0065012339099552756,AU:0;BD:2022;BN:0;HK:0;ID:0;IN:2022;JP:2022;KH:0;KR:0;LA:2022;LK:2023;MM:2022;MN:2022;MY:2023;NZ:0;PH:2022;PK:2022;SG:2022;TH:2022;TW:2022;VN:2022
1068,-0.003511735891228641,AU:0;BD:2022;BN:0;HK:0;ID:0;IN:2022;JP:2022;KH:0;KR:2022;LA:0;LK:2022;MM:2022;MN:2022;MY:2022;NZ:2022;PH:2022;PK:2023;SG:2023;TH:2022;TW:2022;VN:0
1069,-0.003057431672375541,AU:0;BD:2022;BN:0;HK:0;ID:0;IN:2022;JP:2022;KH:0;KR:2022;LA:2022;LK:0;MM:0;MN:2022;MY:2022;NZ:2022;PH:2022;PK:2023;SG:2023;TH:2022;TW:2022;VN:2022
1070,-0.0035915110257618297,AU:0;BD:2022;BN:0;HK:0;ID:0;IN:2022;JP:2022;KH:0;KR:2022;LA:2022;LK:2022;MM:2023;MN:0;MY:2022;NZ:2022;PH:2022;PK:2022;SG:2023;TH:2022;TW:2022;VN:0
1071,-0.004526488077483457,AU:0;BD:2022;BN:0;HK:0;ID:0;IN:2022;JP:2022;KH:2022;KR:0;LA:2022;LK:2022;MM:2022;MN:2022;MY:2023;NZ:0;PH:2022;PK:2022;SG:0;TH:2022;TW:2022;VN:2023
1072,-0.0031708218919105705,AU:0;BD:2022;BN:0;HK:0;ID:0;IN:2022;JP:2022;KH:2022;KR:2022;LA:2022;LK:0;MM:0;MN:2022;MY:2023;NZ:2022;PH:2022;PK:2022;SG:2023;TH:2022;TW:2022;VN:0
1073,-0.0012635436809392228,AU:0;BD:2022;BN:0;HK:0;ID:0;IN:2022;JP:2022;KH:2022;KR:2022;LA:2022;LK:0;MM:2022;MN:2022;MY:0;NZ:2022;PH:2022;PK:2023;SG:0;TH:2023;TW:2022;VN:2022
1074,-0.0021983928095370858,AU:0;BD:2022;BN:0;HK:0;ID:0;IN:2022;JP:2022;KH:2022;KR:2022;LA:2022;LK:2022;MM:0;MN:2023;MY:2023;NZ:2022;PH:2022;PK:2022;SG:0;TH:0;TW:2022;VN:2022
1075,-0.00228680600840021,AU:0;BD:2022;BN:0;HK:0;ID:0;IN:2022;JP:2022;KH:2022;KR:2022;LA:2022;LK:2022;MM:2022;MN:0;MY:2022;NZ:2023;PH:0;PK:2022;SG:2022;TH:0;TW:2022;VN:2023
1076,-0.001326463307781774,AU:0;BD:2022;BN:0;HK:0;ID:0;IN:2022;JP:2022;KH:2022;KR:2022;LA:2022;LK:2022;MM:2022;MN:2022;MY:2023;NZ:0;PH:0;PK:2022;SG:2022;TH:0;TW:2023;VN:2022
1077,-0.0022533836165258355,AU:0;BD:2022;BN:0;HK:0;ID:0;IN:2022;JP:2022;KH:2022;KR:2022;LA:2022;LK:2022;MM:2023;MN:0;MY:2022;NZ:0;PH:2023;PK:2022;SG:0;TH:2022;TW:2022;VN:2022
1078,-0.0004759312508420831,AU:0;BD:2022;BN:0;HK:0;ID:0;IN:2022;JP:2022;KH:2022;KR:2022;LA:2022;LK:2022;MM:2023;MN:0;MY:2022;NZ:2022;PH:2022;PK:0;SG:0;TH:2022;TW:2023;VN:2022
1079,0.002521199928676584,AU:0;BD:2022;BN:0;HK:0;ID:0;IN:2022;JP:2022;KH:2022;KR:2023;LA:2022;LK:2022;MM:0;MN:2022;MY:2022;NZ:2023;PH:2022;PK:0;SG:2022;TH:2022;TW:0;VN:2022
